PK_COD_ENTIDADE,ID_LATITUDE,ID_LONGITUDE,Nome_Escola,REDE,Municipio,NO_DISTRITO,Endereco,Nr_Endereco,Bairro,CEP,Telefone,Fax,Correio_Eletronico,Situacao_Funcionamento,ACESSIBILIDADE,DEPENDENCIAS_PNE,SANITARIO_PNE,REFEITORIO,DESPENSA,ALMOXARIFADO,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,SALA_ATENDIMENTO_ESPECIAL,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,COZINHA,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,SANITARIO_EI,BANHEIRO_CHUVEIRO,LAVANDERIA,DEPENDENCIAS_OUTRAS,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,INTERNET,BANDA_LARGA,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_TV,EQUIP_VIDEOCASSETE,ABRE_FINAL_SEMANA,NESCCRECHER,MATCRECHE,Dependencia_Administrativa,CATESCPRIVADA,
35449040,-46.3879,-23513,CEI INDIR VEREDAS,Privada,SAO PAULO,ITAIM PAULISTA,LOURO-ROSA,6,JARDIM CAMARGO VELHO,8141670,25666908,,CEIVEREDAS@HOTMAIL.COM,Em Atividade,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,8,8,Não,Não,26,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Não,Não,1,166,Privada,Filantropica,
35449660,-46.50503496,-23.54984037,CR P CONV FRANCISCO TIMOTEO LEITE,Privada,SAO PAULO,CIDADE LIDER,LOUREIRO,161,JARDIM SANTA MARIA,3576040,22531622,,FRANCISCOTLEITE@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,5,5,Não,Não,11,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Sim,Não,1,59,Privada,Filantropica,
35449696,-46.7436,-23.4072,CR P CONV RAIO DE SOL,Privada,SAO PAULO,PERUS,CANHOBA,70,VILA FANTON,5201200,39171989,,CEIRAIODESOL@LIVE.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,7,7,Não,Não,16,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,89,Privada,Filantropica,
35449702,-46.7369,-23.4084,CR P CONV NOSSA SENHORA DO AMPARO,Privada,SAO PAULO,PERUS,CAVALO MARINHO,444,JARDIM ADELFIORE,5223050,39184881,,CEINSDOAMPARO@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,4,4,Não,Não,13,Sim,Sim,Não possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,73,Privada,Filantropica,
35449726,-46516,-23.5943,CR P CONV PASSO A PASSO,Privada,SAO PAULO,SAPOPEMBA,DOS GERENTES,245,PARQUE DOS BANCARIOS,3922130,27249802,27249802,CEI.PASSOAPASSO@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,4,4,Não,Não,14,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Não,Não,1,80,Privada,Filantropica,
35449799,-46.4173,-23.5357,CR P CONV CASA DE MARIA,Privada,SAO PAULO,LAJEADO,PROFESSORA DINA RIZZI,625,JARDIM AURORA ZONA LESTE,8431050,25117930,,CLEISE.FARIAS@BOL.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,7,7,Não,Não,14,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,78,Privada,Filantropica,
35449805,-46.7113,-23.4316,CR P CONV MISERICORDIA II,Privada,SAO PAULO,JARAGUA,ANTONIO INACIO TORRES,18,ESTANCIA JARAGUA,2997000,39471279,,CRECHEMISERICORDIA2@MISERICORDIA.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,3,3,Não,Não,9,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Não,Não,1,31,Privada,Filantropica,
35449830,-46416,-23.5918,CR P CONV MARIA JOSE DA SILVA SANTOS,Privada,SAO PAULO,CIDADE TIRADENTES,PAU FORMIGA,8,CONJUNTO HABITACIONAL SANTA ETELVINA II,8485060,22825069,,CEIMARIAJOSEDASILVASANTOS@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,8,8,Não,Não,20,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,133,Privada,Filantropica,
35450108,-46.7366,-23.4458,CR P CONV MAE RAINHA,Privada,SAO PAULO,JARAGUA,BLAS PARERA,498,PARQUE NACOES UNIDAS,2996130,,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,8,8,Não,Não,12,Sim,,,Não,0,0,Sim,Não,Não,Sim,Não,Sim,1,70,Privada,Filantropica,
35450200,-46683,-23.7555,CEI INDIR VERA LUCIA,Privada,SAO PAULO,GRAJAU,SAO JOSE DO RIO PRETO,400,CONJUNTO HABITACIONAL BRIGADEIRO FARIA L,4840460,59742587,,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,3,3,Não,Sim,10,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,70,Privada,Filantropica,
35450303,-46.7528,-23.4086,CR P CONV JULIA NASCIMENTO II,Privada,SAO PAULO,PERUS,YLIDIO FIGUEIREDO,18,VILA PERUS,5204020,39153009,,CEIJULIANASCIMENTO2@HOTMAIL.COM,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,5,5,Não,Não,12,Sim,Sim,Possui,Sim,2,0,Não,Não,Não,Não,Não,Não,1,77,Privada,Filantropica,
35450479,-46.7502,-23.4048,CR P CONV LIRIOS DO VALE,Privada,SAO PAULO,PERUS,JOAQUIM DE SOUSA,9,VILA FANTON,5203210,39177310,,CEILIRIOSDOVALE@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,11,11,Não,Sim,24,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,128,Privada,Filantropica,
35451733,-46.78214443,-23.740271,CR P CONV NOSSA SENHORA DE GUADALUPE,Privada,SAO PAULO,JARDIM ANGELA,DOS FUNCIONARIOS PUBLICOS,1330,CHACARA DA ENSEADA,4963010,58390912,,CEIGUADALUPE@HOTMAIL.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,4,4,Não,Sim,11,Sim,Não,,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,77,Privada,Filantropica,
35451745,-46.72250344,-23.6177395,CEI INDIR CEDRINHO V,Privada,SAO PAULO,VILA ANDRADE,DA INDEPENDENCIA,475,PARAISOPOLIS,5664015,35016149,,ADRIANAS@CEDRODOLIBANO.ORG.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,8,8,Não,Não,22,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,153,Privada,Filantropica,
35452221,-46.75841609,-23.62180662,CR P CONV CASA PADRE RAFAEL,Privada,SAO PAULO,CAMPO LIMPO,DO CAMPO LIMPO,5295,PIRAJUSSARA,5787000,58426185,,CASAPADRERAFAEL@UOL.COM.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,7,7,Não,Não,21,Sim,,,Não,0,0,Não,Não,Não,Não,Não,Não,1,156,Privada,Filantropica,
35455131,-46.5406,-23.5218,CR P CONV SOLEDADE,Privada,SAO PAULO,PENHA,JABORANDI,68,PENHA DE FRANCA,3610000,20820605,,CEISOLEDADE@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,5,5,Não,Não,19,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Sim,Não,1,90,Privada,Filantropica,
35455209,-46.3999,-23.5355,CR P CONV BEIJA FLOR,Privada,SAO PAULO,LAJEADO,HOMERO DE SOUZA CAMPOS,35,LAJEADO,8452280,25537874,,ASSOCIACAOSANTAFILOMENA@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,8,8,Não,Não,17,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,108,Privada,Filantropica,
35456147,-46.6758,-23.4687,CR P CONV NOVO CAMINHO,Privada,SAO PAULO,BRASILANDIA,MANUEL RODRIGUES DA CUNHA,143,VILA SOUZA,2860020,39842193,,CEI_NOVOCAMINHO@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,7,7,Não,Não,19,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,105,Privada,Filantropica,
35456159,-46.6544,-23.4795,CR P CONV QUERUBIM II,Privada,SAO PAULO,CACHOEIRINHA,JOAO ROQUE,205,IMIRIM,2472000,39849673,,QUERUBIMJOAOROQUE@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,5,5,Não,Não,16,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Sim,Sim,Sim,Não,1,92,Privada,Filantropica,
35456160,-46.6867,-23.4658,CR P CONV NOVA GERACAO II,Privada,SAO PAULO,BRASILANDIA,JOAO DOMINGOS VIEIRA,291,JARDIM GUARANI,2849030,39849115,,CEINOVAGERACAO2@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,9,9,Não,Não,22,Sim,Sim,Possui,Sim,2,0,Sim,Não,Não,Sim,Não,Não,1,117,Privada,Filantropica,
35456597,-46.7006,-23.4863,CR P CONV ARCA DA ALIANCA,Privada,SAO PAULO,FREGUESIA DO O,DOUTOR ARTUR FAJARDO,426,CHACARA NOSSA SENHORA APARECIDA,2963000,39767429,,CEI_ARCADAALIANCA@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,5,5,Não,Não,16,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,83,Privada,Filantropica,
35456822,-46.6797,-23.6198,CR P CONV BOLHA DE SABAO,Privada,SAO PAULO,CAMPO BELO,EDSON,387,CAMPO BELO,4618032,50963048,,ASS.JESUS@UOL.COM.BR,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,7,7,Não,Não,18,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,87,Privada,Filantropica,
35456834,-46.6877,-23.4612,CR P CONV JARDIM DOS SONHOS I,Privada,SAO PAULO,BRASILANDIA,JOAO PINTO DE OLIVEIRA,489,JARDIM GUARANI,2849110,39212552,,CEIJARDIM1@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,5,5,Não,Não,15,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,58,Privada,Filantropica,
35457085,-46.45716321,-23.55338198,CR P CONV GARRA FEMININA II,Privada,SAO PAULO,PARQUE DO CARMO,INA,147,ITAQUERA,8290530,22542823,,GARRAFEMININA2@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,4,4,Não,Sim,12,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,69,Privada,Filantropica,
35457103,-46.6668,-23.7532,CR P CONV GUARANI,Privada,SAO PAULO,GRAJAU,PEDRO ESCOBAR,788,JARDIM ELIANA,4851210,59313772,,,Em Atividade,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,16,16,Não,Não,31,Sim,,,Não,0,0,Não,Não,Não,Não,Não,Não,1,366,Privada,Filantropica,
35457176,-46.5433,-23.5697,CR P CONV NAS ASAS DA AGUIA,Privada,SAO PAULO,VILA FORMOSA,ANGA,633,VILA FORMOSA,3360000,20242210,,NASASASDAAGUIA@ASSOCIACAOBOASEMENTE.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,4,4,Não,Não,9,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,80,Privada,Filantropica,
35457224,-46654,-23.4943,CR P CONV SHALLOM II,Privada,SAO PAULO,CASA VERDE,WALDEMAR MARTINS,870,PARQUE PERUCHE,2535001,,,CEISHALLOM2011@HOTMAIL.COM,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,4,4,Não,Não,10,Sim,Sim,Possui,Sim,1,0,Não,Não,Não,Sim,Não,Não,1,60,Privada,Filantropica,
35457346,-46.73095376,-23.66885925,CEI INDIR CEDRO V - PARQUE ALVES DE LIMA,Privada,SAO PAULO,JARDIM SAO LUIS,FRANCISCO NOBREGA BARBOSA,162,PARQUE ALVES DE LIMA,4902000,58911707,,LUIZAL@CEDRODOLIBANO.ORG.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,3,3,Não,Não,4,Sim,,,Não,0,0,Não,Não,Não,Não,Não,Não,1,70,Privada,Filantropica,
35457577,-46.4213,-23.5459,CR P CONV SERINGAIS,Privada,SAO PAULO,GUAIANASES,EVALDO CALABREZ,1170,VILA PRINCESA ISABEL,8410070,25543748,,CRECHESERINGAIS@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Não,17,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,81,Privada,Filantropica,
35457589,-46.41729866,-23.58148033,CEI INDIR JOAO FERNANDES IV,Privada,SAO PAULO,JOSE BONIFACIO,FLOR DA NOITE,50,JARDIM PEDRA BRANCA,8490740,22829252,,CEIJOAOFERNANDES4AMASP@YAHOO.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,9,9,Não,Sim,28,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,221,Privada,Filantropica,
35458041,-46.3995,-23529,CR P CONV REFERENCIA,Privada,SAO PAULO,LAJEADO,TINGUI-DA-PRAIA,2,VILA LOURDES,8452635,20163325,,CEIREFERENCIA@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,7,7,Não,Não,20,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,109,Privada,Filantropica,
35460631,-46.6708,-23.7521,CEI INDIR PAOLA,Privada,SAO PAULO,GRAJAU,PAOLA,185,RECANTO MARISA,4851103,59337200,,CEIPAOLA2011@YAHOO.COM,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,16,16,Não,Sim,28,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,187,Privada,Filantropica,
35460734,-46.7207,-23.4694,CR P CONV CONCEICAO ROSA,Privada,SAO PAULO,PIRITUBA,ANDRE PEREIRA TEMUDO,164,VILA MIRANTE,2957000,,,CEI_CONCEICAOROSA@ICIBAP.ORG.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,8,8,Sim,Sim,25,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,159,Privada,Filantropica,
35460801,-46.4293,-23.5678,CR P CONV DAMARIS CASTILHO IV,Privada,SAO PAULO,JOSE BONIFACIO,PROFESSOR HASEGAWA,1500,COLONIA ZONA LESTE,8260090,22173751,,CEIDAMARISCASTILHO4@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Não,20,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,115,Privada,Filantropica,
35460823,-46.43766093,-23.54680488,CEI INDIR CONJUNTO JOSE BONIFACIO,Privada,SAO PAULO,JOSE BONIFACIO,ISABEL URBINA,149,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8253210,25215998,,CEIJOSEBONIFACIO@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,4,4,Não,Sim,17,Sim,Sim,Não possui,Sim,1,0,Sim,Não,Não,Não,Não,Não,1,76,Privada,Filantropica,
35461283,-46429,-23.5243,CR P CONV LAR ENCANTADO,Privada,SAO PAULO,LAJEADO,JOSE LEMONDES,83,JARDIM SANTA TEREZINHA ZONA LESTE,8430060,25130959,,LARENCANTADO@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,9,9,Não,Não,20,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,133,Privada,Filantropica,
35461337,-46.6989,-23.4511,CR P CONV VALE VERDE III,Privada,SAO PAULO,BRASILANDIA,GRUMIXA,71,JARDIM DAMASCENO,2879200,39213203,,VALEVERDE@GLOBO.COM,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,14,14,Não,Não,39,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Sim,Sim,Não,Não,1,245,Privada,Filantropica,
35461441,-46534,-23.5183,CR P CONV JOSE MARIA,Privada,SAO PAULO,CANGAIBA,ENEAS DE BARROS,1044,VILA SANTANA,3613000,26414733,,CEIJOSEMARIA@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,5,5,Não,Não,12,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,56,Privada,Filantropica,
35461520,-46.5235,-23.5258,CR P CONV CAMINHANDO PARA O FUTURO II,Privada,SAO PAULO,PENHA,OTILIA,332,VILA ESPERANCA,3649000,25078234,,CEICAMINHANDO2@BOL.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,6,6,Não,Não,14,Sim,,,Não,0,0,Não,Não,Não,Não,Não,Não,1,77,Privada,Filantropica,
35461573,-46.72879406,-23.6173709,CEI SANTO ESTEVAO REI,Privada,SAO PAULO,CAMPO LIMPO,RUA ITAJUBAQUARA,140,PARAISOPOLIS,5661050,,,,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Sim,30,Não,Sim,Possui,Sim,6,0,Sim,Sim,Sim,Sim,Não,Não,1,66,Privada,Filantropica,
35461660,-46.6518,-23.5058,CR P CONV CANTINHO DO CEU,Privada,SAO PAULO,JARDIM HELENA,ARAMACA,50,VILA ITAIM,8190410,21562401,,CEICANTINHODOCEU@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,5,5,Não,Não,18,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,102,Privada,Filantropica,
35461684,-46.45078869,-23.51472051,CR P CONV ADRIANO SAPUCAIA,Privada,SAO PAULO,ITAQUERA,FITA DE MOCA,47,VILA VERDE,8235030,20545220,,CEIADRIANOSAPUCAIA@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,5,5,Não,Não,14,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,80,Privada,Filantropica,
35461726,-46.6589,-23.4982,CR P CONV ANEU GARANHANI,Privada,SAO PAULO,CASA VERDE,OURO GROSSO,1288,PARQUE PERUCHE,2531001,25797304,,CEIANEUGARANHANI@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,9,9,Não,Não,27,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Sim,Sim,Não,Não,1,179,Privada,Filantropica,
35461751,-46.76342146,-23.63966412,CR P CONV CAMINHAR,Privada,SAO PAULO,CAMPO LIMPO,JOAQUIM XAVIER CURADO,203,PARQUE IPE,5762140,58442162,,CEI.CAMINHAR@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,9,9,Não,Não,28,Sim,,,Não,0,0,Sim,Não,Não,Sim,Não,Não,1,182,Privada,Filantropica,
35461891,-46.6189,-23.5758,CR P CONV VOVO CARAIBAS,Privada,SAO PAULO,CAMBUCI,ANTONIO TAVARES,492,CAMBUCI,1542010,32030370,,CEIVOVOCARAIBAS@HOTMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,4,4,Não,Não,12,Sim,Sim,Não possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,56,Privada,Filantropica,
35462561,-46.6928,-23.4518,CR P CONV PEQUENA GIOVANNA,Privada,SAO PAULO,BRASILANDIA,ANTONIO SUSINI,44,JARDIM PRINCESA,2856100,39235998,,CEIPEQUENAGIOVANNA@BOL.COM.BR,Em Atividade,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,8,8,Não,Não,23,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Não,Não,1,127,Privada,Filantropica,
35462640,-46.6346,-23688,CR P CONV MDLD CANTINHO DOS ANJOS,Privada,SAO PAULO,CIDADE ADEMAR,OLDEGARD OLSEN SAPUCAIA,433,JARDIM LUSO,4421000,56111735,,CANTINHODOSANJOS1@YAHOO.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,6,6,Não,Não,19,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,87,Privada,Filantropica,
35462780,-46.6593,-23.4862,CR P CONV MUNDO MAGICO CEI,Privada,SAO PAULO,CASA VERDE,DOUTOR JOAQUIM DAQUINO FONSECA,47,SITIO DO MANDAQUI,2542080,,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,8,8,Não,Não,17,Sim,Sim,Possui,Sim,3,0,Sim,Não,Não,Sim,Não,Não,1,89,Privada,Filantropica,
35462810,-46.6655,-23.4719,CR P CONV RECRIARTE CEI,Privada,SAO PAULO,CACHOEIRINHA,ROSA DOS VENTOS,182,VILA NOVA CACHOEIRINHA,2612000,,,CEI_RECRIARTE@HOTMAIL.COM,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,5,5,Não,Não,12,Sim,Sim,Possui,Sim,1,0,Não,Sim,Não,Não,Não,Não,1,65,Privada,Filantropica,
35462998,-46.6652,-23.5055,CR P CONV DOZE DE OUTUBRO,Privada,SAO PAULO,CASA VERDE,FREDERICO PENTEADO JUNIOR,168,JARDIM DAS LARANJEIRAS,2517100,39511450,,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Não,14,Sim,,,Não,0,0,Não,Sim,Não,Sim,Não,Não,1,89,Privada,Filantropica,
